/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
34334,21,,,34334:12,В обычных ресторанах с таким редко столкнешься!
34334,21,,,34334:13,Отдельное спасибо Валентине!!!
34334,21,,,34334:14,Очень помогла с меню и свадебным тортом!
34334,21,,,34334:15,"Да и вообще, расскажет ,что и как лучше сделать, учтет все предпочтения!"
34334,21,,,34334:16,"Ни за что не переживали ни до свадьбы,ни в день свадьбы!"
34334,21,,,34334:17,Побольше вам благодарных клиентов!!!!
34334,21,,,34334:18,"Это,действительно,место,в котором стоит отмечать свадьбы!!!"
34334,21,,,34334:19,Ура-ура-ура!!!
34334,21,,,34334:20,"С наилучшими пожеланиями, Андрей и Екатерина Малашок!!!"
27169,22,AMBIENCE#GENERAL,positive,,
27169,22,SERVICE#GENERAL,positive,,
27169,22,RESTAURANT#GENERAL,positive,,
27169,22,FOOD#PRICES,positive,,
27169,22,FOOD#QUALITY,positive,,
27169,22,FOOD#STYLE_OPTIONS,positive,,
27169,22,,,27169:0,"Долго размышляла, где отметить свой день рождения."
27169,22,,,27169:1,"Выбор остановился на ресторане ""Эскалибур""."
27169,22,,,27169:2,И я не ошиблась.
27169,22,,,27169:3,"Заказала столик, обговорила все нюансы мероприятия."
27169,22,,,27169:4,А 31 мая посетили с друзьями это замечательное место!
27169,22,,,27169:5,Все были в восторге!
27169,22,,,27169:6,"Интерьер средневекового замка, обстановка, обслуживание превзошли все ожидания."
