/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
360,55,LAPTOP#USABILITY,negative,,,
360,55,MULTIMEDIA_DEVICES#USABILITY,negative,,,
360,55,MULTIMEDIA_DEVICES#QUALITY,negative,,,
360,55,LAPTOP#GENERAL,positive,,,
360,55,LAPTOP#PRICE,neutral,,,
360,55,,,360:0,,Like the price and operation.
360,55,,,360:1,,"Some features arent friendly ( volume wheel, sound quality, etc."
360,55,,,360:2,,"But, for the cost this is a winner."
200,56,LAPTOP#GENERAL,positive,,,
200,56,LAPTOP#PRICE,neutral,,,
200,56,LAPTOP#MISCELLANEOUS,positive,,,
200,56,KEYBOARD#DESIGN_FEATURES,negative,,,
200,56,KEYBOARD#USABILITY,negative,,,
200,56,,,200:0,,"Great Laptop for the price, works well with action pack games."
200,56,,,200:1,,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is."
200,56,,,200:2,,but other then that I would give this product a 4 in hafe stars.
247,57,LAPTOP#OPERATION_PERFORMANCE,positive,,,
247,57,LAPTOP#QUALITY,positive,,,
247,57,DISPLAY#DESIGN_FEATURES,positive,,,
247,57,LAPTOP#CONNECTIVITY,positive,,,
247,57,LAPTOP#GENERAL,positive,,,
247,57,,,247:0,,I was surprised with the performance and quality of this HP Laptop.
247,57,,,247:1,,the speed is fine.
247,57,,,247:2,,Laptop is to be used like a Netbook.
247,57,,,247:3,,"But with A WAY Bigger Screen, and IS able to connect to an HDMI."
247,57,,,247:4,,Love it.
338,58,LAPTOP#GENERAL,negative,,,
338,58,LAPTOP#PRICE,neutral,,,
338,58,LAPTOP#QUALITY,negative,,,
338,58,,,338:0,,I am not happy at all with the product I purchased.
338,58,,,338:1,,"A cheaper price should not equal a ""cheap"" product."
338,58,,,338:2,,It was over rated!
357,59,LAPTOP#GENERAL,positive,,,
357,59,LAPTOP#QUALITY,positive,,,
357,59,COMPANY#GENERAL,positive,,,
357,59,,,357:0,,I have used a computer at work but having your own personal laptop is AWSOME!
357,59,,,357:1,,I am enjoying it and the quality it provides is great!
357,59,,,357:2,,"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!"
354,60,LAPTOP#GENERAL,positive,,,
354,60,LAPTOP#PRICE,neutral,,,
354,60,LAPTOP#USABILITY,positive,,,
354,60,GRAPHICS#GENERAL,positive,,,
354,60,LAPTOP#MISCELLANEOUS,positive,,,
354,60,,,354:0,,This is a great little computer for the price.
354,60,,,354:1,,"Simple to use, and great graphics."
354,60,,,354:2,,It has everything I would need for a home computer.
354,60,,,354:3,,I'm very impressed.
369,61,LAPTOP#GENERAL,positive,,,
369,61,LAPTOP#USABILITY,positive,,,
369,61,LAPTOP#CONNECTIVITY,positive,,,
369,61,LAPTOP#DESIGN_FEATURES,positive,,,
369,61,LAPTOP#MISCELLANEOUS,positive,,,
369,61,,,369:0,,"I enjoy very much my new Toshiba, purchased specifially for attending online schooling."
369,61,,,369:1,,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs."
369,61,,,369:2,,"I have found also, it is very easy to be able to access wireless internet access; without having to have extra equipment and/or complicated routes to take to be able to do so."
369,61,,,369:3,,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies."
369,61,,,369:4,,I am very pleased with my purchase!
B00KMRGF28_186_A8O7SW93D9BW1,62,LAPTOP#QUALITY,positive,,,
B00KMRGF28_186_A8O7SW93D9BW1,62,LAPTOP#PRICE,positive,,,
B00KMRGF28_186_A8O7SW93D9BW1,62,LAPTOP#USABILITY,positive,,,
B00KMRGF28_186_A8O7SW93D9BW1,62,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_186_A8O7SW93D9BW1,62,LAPTOP#GENERAL,positive,,,
B00KMRGF28_186_A8O7SW93D9BW1,62,,,B00KMRGF28_186_A8O7SW93D9BW1:0,,A good value on a quality product.
B00KMRGF28_186_A8O7SW93D9BW1,62,,,B00KMRGF28_186_A8O7SW93D9BW1:1,,"Easy setup, and delivers all the functions we need."
B00D7Z84OY_1_A2MOLJZACB33ZY,63,HARD_DISC#QUALITY,negative,,,
B00D7Z84OY_1_A2MOLJZACB33ZY,63,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00D7Z84OY_1_A2MOLJZACB33ZY,63,LAPTOP#GENERAL,negative,,,
B00D7Z84OY_1_A2MOLJZACB33ZY,63,,,B00D7Z84OY_1_A2MOLJZACB33ZY:0,,The hdd has a scratching noise.
B00D7Z84OY_1_A2MOLJZACB33ZY,63,,,B00D7Z84OY_1_A2MOLJZACB33ZY:1,,The system sometimes lags a lot.
44,64,BATTERY#OPERATION_PERFORMANCE,positive,,,
44,64,KEYBOARD#DESIGN_FEATURES,positive,,,
44,64,DISPLAY#DESIGN_FEATURES,negative,,,
44,64,LAPTOP#PORTABILITY,positive,,,
44,64,POWER_SUPPLY#DESIGN_FEATURES,negative,,,
44,64,LAPTOP#GENERAL,positive,,,
44,64,,,44:0,,great battery life.
44,64,,,44:1,,Keyboard is reasonable size.
44,64,,,44:2,,Small screen somewhat limiting but great for travel.
44,64,,,44:3,,Charger seems large for this class of computer.
336,65,BATTERY#OPERATION_PERFORMANCE,negative,,,
336,65,MOUSE#OPERATION_PERFORMANCE,neutral,,,
336,65,LAPTOP#DESIGN_FEATURES,conflict,,,
336,65,LAPTOP#GENERAL,positive,,,
336,65,LAPTOP#USABILITY,positive,,,
336,65,LAPTOP#PORTABILITY,positive,,,
336,65,,,336:0,,"Needs longer lasting battery, More than 1 to 2 Hrs."
336,65,,,336:1,,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area."
336,65,,,336:2,,For the use it was purchased for it is a good Laptop.
336,65,,,336:3,,Comfterbale to use light easy to transport.
81,66,KEYBOARD#GENERAL,positive,,,
81,66,BATTERY#OPERATION_PERFORMANCE,positive,,,
81,66,HARD_DISC#DESIGN_FEATURES,positive,,,
81,66,OS#GENERAL,positive,,,
81,66,COMPANY#GENERAL,positive,,,
81,66,LAPTOP#GENERAL,positive,,,
81,66,,,81:0,,"Good keyboard, long battery life, largest hard drive and windows 7."
81,66,,,81:1,,And Toshiba is a quality supplier.
B00KMRGF28_302_A149BES2K4UIY1,67,LAPTOP#OPERATION_PERFORMANCE,neutral,,,
B00KMRGF28_302_A149BES2K4UIY1,67,LAPTOP#DESIGN_FEATURES,positive,,,
B00KMRGF28_302_A149BES2K4UIY1,67,LAPTOP#GENERAL,positive,,,
B00KMRGF28_302_A149BES2K4UIY1,67,LAPTOP#PRICE,positive,,,
B00KMRGF28_302_A149BES2K4UIY1,67,,,B00KMRGF28_302_A149BES2K4UIY1:0,,"I bought this for my daughter to use for school and homework, it's not a ""fast"" computer, but it's great for what she needs it for and very light weight!"
B00KMRGF28_302_A149BES2K4UIY1,67,,,B00KMRGF28_302_A149BES2K4UIY1:1,,Love the price too!
5,68,LAPTOP#DESIGN_FEATURES,positive,,,
5,68,LAPTOP#PORTABILITY,positive,,,
5,68,OS#GENERAL,positive,,,
5,68,OS#USABILITY,neutral,,,
5,68,BATTERY#OPERATION_PERFORMANCE,positive,,,
5,68,LAPTOP#USABILITY,positive,,,
5,68,MOUSE#OPERATION_PERFORMANCE,negative,,,
5,68,KEYBOARD#GENERAL,positive,,,
5,68,KEYBOARD#QUALITY,positive,,,
5,68,DISPLAY#QUALITY,positive,,,
5,68,DISPLAY#DESIGN_FEATURES,neutral,,,
5,68,LAPTOP#GENERAL,positive,,,
5,68,,,5:0,,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight."
5,68,,,5:1,,It is small enough to fit in one of my purses!
5,68,,,5:2,,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work."
5,68,,,5:3,,"The battery life is amazing, the versitility is outstanding."
5,68,,,5:4,,The ease of set up was terrific.
5,68,,,5:5,,I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.
5,68,,,5:6,,"I had to adjust my mousepad sensitivity, because it is very sensitive."
5,68,,,5:7,,"Keyboard is great, very quiet for all the typing that I do."
5,68,,,5:8,,"Screen is crystal clear, yes it's small - but it's a netbook!"
112,69,OS#GENERAL,negative,,,
112,69,LAPTOP#USABILITY,negative,,,
112,69,SUPPORT#QUALITY,negative,,,
112,69,COMPANY#GENERAL,negative,,,
112,69,LAPTOP#GENERAL,negative,,,
112,69,,,112:0,,Windows Vista makes this computer almost unusable for online service.
112,69,,,112:1,,I've tried going back to XL but there still problems.
112,69,,,112:2,,The technical service for dell is so 3rd world it might as well not even bother.
112,69,,,112:3,,Just a bunch of idiots who's English as a 5th language is forced at best.
112,69,,,112:4,,I'm all for saving money but Dell needs to step it up.
324,70,LAPTOP#PRICE,positive,,,
324,70,LAPTOP#MISCELLANEOUS,neutral,,,
324,70,LAPTOP#OPERATION_PERFORMANCE,positive,,,
324,70,LAPTOP#GENERAL,positive,,,
324,70,,,324:0,,Good price.
324,70,,,324:1,,Basic computer.
324,70,,,324:2,,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).
324,70,,,324:3,,It has worked fine.
328,71,LAPTOP#MISCELLANEOUS,positive,,,
328,71,DISPLAY#GENERAL,positive,,,
328,71,LAPTOP#USABILITY,positive,,,
328,71,LAPTOP#OPERATION_PERFORMANCE,positive,,,
328,71,LAPTOP#CONNECTIVITY,positive,,,
328,71,LAPTOP#GENERAL,positive,,,
328,71,,,328:0,,Handles all my basic media needs easily.
328,71,,,328:1,,Can listen to my music and watch my videos with ease and with a great display.
328,71,,,328:2,,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.
328,71,,,328:3,,It's a great prodcut to handle basic computing needs.
331,72,LAPTOP#QUALITY,negative,,,
331,72,LAPTOP#OPERATION_PERFORMANCE,negative,,,
331,72,LAPTOP#GENERAL,negative,,,
331,72,,,331:0,,Took it back as it was defective.
331,72,,,331:1,,Page just disapeared after you got yahoo or downloaded something.
331,72,,,331:2,,Couldn't keep a page up you were working on!
228,73,LAPTOP#QUALITY,negative,,,
228,73,BATTERY#OPERATION_PERFORMANCE,negative,,,
228,73,BATTERY#QUALITY,negative,,,
228,73,BATTERY#MISCELLANEOUS,negative,,,
228,73,LAPTOP#OPERATION_PERFORMANCE,negative,,,
228,73,LAPTOP#GENERAL,negative,,,
228,73,,,228:0,,Dell Latitude d620 is not a reliable machine.
228,73,,,228:1,,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes."
228,73,,,228:2,,Later it held zero charge and its replacement worked for less than three months.
228,73,,,228:3,,The machine is slow to boot up and occasionally crashes completely.
214,74,LAPTOP#GENERAL,positive,,,
214,74,LAPTOP#DESIGN_FEATURES,positive,,,
214,74,LAPTOP#PORTABILITY,positive,,,
214,74,LAPTOP#OPERATION_PERFORMANCE,positive,,,
214,74,MOUSE#OPERATION_PERFORMANCE,negative,,,
214,74,,,214:0,,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs."
214,74,,,214:1,,"The touchpad is extremely sensitive, which is the only drawback."
214,74,,,214:2,,"Otherwise, I love it!"
86,75,LAPTOP#GENERAL,positive,,,
86,75,KEYBOARD#DESIGN_FEATURES,positive,,,
86,75,KEYBOARD#USABILITY,positive,,,
86,75,LAPTOP#DESIGN_FEATURES,positive,,,
86,75,LAPTOP#USABILITY,positive,,,
86,75,,,86:0,,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer."
86,75,,,86:1,,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic."
86,75,,,86:2,,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;"
86,75,,,86:3,,both upgrades were quickly accomplished after purchasing the necessary Product Key.
86,75,,,86:4,,"Other installed features, such as certain printer software, are also most attractive."
127,76,LAPTOP#QUALITY,negative,,,
127,76,SUPPORT#QUALITY,negative,,,
127,76,LAPTOP#GENERAL,negative,,,
127,76,COMPANY#GENERAL,negative,,,
127,76,,,127:0,,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines."
127,76,,,127:1,,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.
127,76,,,127:2,,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them."
127,76,,,127:3,,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.
127,76,,,127:4,,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended)."
127,76,,,127:5,,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in."
127,76,,,127:6,,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?
127,76,,,127:7,,Probably not ever again.
127,76,,,127:8,,I'll rather be out of date then spend more money on toshiba.
127,76,,,127:9,,Remember to do your research first before consider buying a toshiba product.
1,77,LAPTOP#GENERAL,positive,,,
1,77,LAPTOP#DESIGN_FEATURES,positive,,,
1,77,KEYBOARD#USABILITY,positive,,,
1,77,KEYBOARD#OPERATION_PERFORMANCE,positive,,,
1,77,LAPTOP#PRICE,positive,,,
1,77,MOUSE#DESIGN_FEATURES,neutral,,,
1,77,MOUSE#USABILITY,neutral,,,
1,77,LAPTOP#MISCELLANEOUS,positive,,,
1,77,SUPPORT#QUALITY,positive,,,
1,77,LAPTOP#USABILITY,positive,,,
1,77,,,1:0,,All I can say is W-O-W.
1,77,,,1:1,,This laptop is insane!!!
1,77,,,1:2,,It's so nice to look at and the keys are easy to type with.
1,77,,,1:3,,I bought a protector for my key pad and it works great :)
1,77,,,1:4,,This is definitely a computer worth the money;
1,77,,,1:5,,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.
1,77,,,1:6,,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!"
1,77,,,1:7,,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from."
1,77,,,1:8,,The Apple team also assists you very nicely when choosing which computer is right for you :)
1,77,,,1:9,,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way."
1,77,,,1:10,,DEFINITELY recommended!!!
16,78,LAPTOP#GENERAL,negative,,,
16,78,LAPTOP#QUALITY,negative,,,
16,78,LAPTOP#MISCELLANEOUS,negative,,,
16,78,SUPPORT#QUALITY,negative,,,
16,78,COMPANY#GENERAL,negative,,,
16,78,,,16:0,,"This computer gets very hot, before shutting down."
16,78,,,16:1,,It is not ideal for children because of the temp.
16,78,,,16:2,,"I Contacted HP  about this situation and was given excuses, without results."
16,78,,,16:3,,They didn't even try to assist me or even offer a replacement.
16,78,,,16:4,,I will never purchase a HP again ever.
40,79,COMPANY#GENERAL,positive,,,
40,79,LAPTOP#GENERAL,positive,,,
40,79,LAPTOP#USABILITY,positive,,,
40,79,LAPTOP#OPERATION_PERFORMANCE,positive,,,
40,79,LAPTOP#QUALITY,positive,,,
40,79,BATTERY#QUALITY,neutral,,,
40,79,BATTERY#OPERATION_PERFORMANCE,positive,,,
40,79,LAPTOP#DESIGN_FEATURES,positive,,,
40,79,LAPTOP#MISCELLANEOUS,positive,,,
40,79,,,40:0,,"Let's just get this out of the way, I love Apple!"
40,79,,,40:1,,So this review might be a tad bit bias.
40,79,,,40:2,,But the Macbook is the best!
40,79,,,40:3,,It is super easy to use.
40,79,,,40:4,,All you have to do is turn it on and it works.
40,79,,,40:5,,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet."
40,79,,,40:6,,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field."
40,79,,,40:7,,But if you are in the computer field you probably wouldn't be here.:)
40,79,,,40:8,,In the past four years I've had it I have never once gotten a virus.
40,79,,,40:9,,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since."
40,79,,,40:10,,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer."
40,79,,,40:11,,"Also it is very good for college students who just need a reliable, easy to use computer."
40,79,,,40:12,,Hope this helped!
211,80,LAPTOP#GENERAL,negative,,,
211,80,LAPTOP#MISCELLANEOUS,negative,,,
211,80,,,211:0,,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.
211,80,,,211:1,,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is."
211,80,,,211:2,,I'll wait and save up for a new one.
211,80,,,211:3,,Just don't waste your time and money on this.
211,80,,,211:4,,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS"
179,81,LAPTOP#OPERATION_PERFORMANCE,positive,,,
179,81,LAPTOP#GENERAL,positive,,,
179,81,LAPTOP#MISCELLANEOUS,positive,,,
179,81,LAPTOP#QUALITY,positive,,,
179,81,,,179:0,,Strong performance in this device makes use of fun and a strong sense of the era of speed
179,81,,,179:1,,This device serves all modern requirements is a very strong game and is very useful for designers.
179,81,,,179:2,,Enjoy that Toshib force and durability unparalleled
341,82,LAPTOP#GENERAL,positive,,,
341,82,LAPTOP#DESIGN_FEATURES,positive,,,
341,82,OS#GENERAL,positive,,,
341,82,BATTERY#OPERATION_PERFORMANCE,positive,,,
341,82,BATTERY#QUALITY,positive,,,
341,82,LAPTOP#QUALITY,positive,,,
341,82,,,341:0,,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium."
341,82,,,341:1,,"The battery life has not decreased since I bought it, so i'm thrilled with that."
341,82,,,341:2,,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull."
341,82,,,341:3,,I would easly reccomend this laptop to a friend.
114,83,LAPTOP#QUALITY,negative,,,
114,83,LAPTOP#GENERAL,negative,,,
114,83,SUPPORT#QUALITY,negative,,,
114,83,COMPANY#GENERAL,negative,,,
114,83,,,114:0,,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201"
